100,0.0000022200
200,0.0000029200
300,0.0000057700
400,0.0000080200
500,0.0000055400
600,0.0000059600
700,0.0000062100
800,0.0000085800
900,0.0000104800
1000,0.0000116500
1100,0.0000129100
1200,0.0000128700
1300,0.0000136800
1400,0.0000125300
1500,0.0000208700
1600,0.0000131000
1700,0.0000132500
1800,0.0000129100
1900,0.0000171600
2000,0.0000204800
2100,0.0000156800
2200,0.0000160900
2300,0.0000188000
2400,0.0000233000
2500,0.0000228600
2600,0.0000200100
2700,0.0000203700
2800,0.0000198000
2900,0.0000282700
3000,0.0000275600
3100,0.0000225700
3200,0.0000237000
3300,0.0000327400
3400,0.0000343500
3500,0.0000280300
3600,0.0000257400
3700,0.0000378900
3800,0.0000329000
3900,0.0000284500
4000,0.0000322200
4100,0.0000379000
4200,0.0000299200
4300,0.0000332100
4400,0.0000405500
4500,0.0000367300
4600,0.0000328300
4700,0.0000414200
4800,0.0000442100
4900,0.0000380200
5000,0.0000494500
5100,0.0000461000
5200,0.0000378500
5300,0.0000679600
5400,0.0000473700
5500,0.0000504300
5600,0.0000490100
5700,0.0000406400
5800,0.0000613000
5900,0.0000511900
6000,0.0000561700
6100,0.0000527500
6200,0.0000440600
6300,0.0000646500
6400,0.0000472100
6500,0.0000575400
6600,0.0000575300
6700,0.0000582600
6800,0.0000626900
6900,0.0000544400
7000,0.0000697900
7100,0.0000517600
7200,0.0000673200
7300,0.0000532500
7400,0.0000628300
7500,0.0000633100
7600,0.0000572300
7700,0.0000676300
7800,0.0000565600
7900,0.0000698700
8000,0.0000597400
8100,0.0000729600
8200,0.0000609100
8300,0.0000803800
8400,0.0000609500
8500,0.0000748800
8600,0.0000643800
8700,0.0000782500
8800,0.0000685900
8900,0.0000768700
9000,0.0000634500
9100,0.0000940900
9200,0.0000693400
9300,0.0000845800
9400,0.0000815400
9500,0.0000785300
9600,0.0001011300
9700,0.0000752000
9800,0.0000847300
9900,0.0000957700
10000,0.0000733300
