ID,HasRevenue
0,0.2608519890345633
1,0.2615641178563237
2,0.2496818311046809
3,0.3108522454276681
4,0.2527804356068373
5,0.24851946788839996
6,0.2564057013951242
7,0.2617515451274812
8,0.25925668934360147
9,0.6513435207307339
10,0.24876296997535974
11,0.27277718391269445
12,0.25330175878480077
13,0.2640940840356052
14,0.25437980704009533
15,0.2500386673491448
16,0.2819529492408037
17,0.2629006721545011
18,0.283252474386245
19,0.24917561211623251
20,0.6456623896956444
21,0.26995557150803506
22,0.2773217158392072
23,0.5862245485186577
24,0.2494978877948597
25,0.24958112474996597
26,0.24948612495791167
27,0.2564455068204552
28,0.257366411620751
29,0.28462463058531284
30,0.31072910130023956
31,0.27744330558925867
32,0.4302500747144222
33,0.24805372452829033
34,0.25293111661449075
35,0.2729825763963163
36,0.2476389897055924
37,0.2520648513454944
38,0.2662471376825124
39,0.25293111661449075
40,0.2572807902470231
41,0.3076123781502247
42,0.2737086284905672
43,0.635622575879097
44,0.24897771037649363
45,0.2686353987082839
46,0.27222885377705097
47,0.2553186072036624
48,0.2486088948789984
49,0.294681653380394
50,0.2542803504038602
51,0.251749464077875
52,0.2572558131068945
53,0.2584207074251026
54,0.27029892429709435
55,0.2754123914055526
56,0.24877398984972388
57,0.250114590045996
58,0.2486916814232245
59,0.2484536134870723
60,0.24913937412202358
61,0.28359389351680875
62,0.3470785394310951
63,0.2520648513454944
64,0.2724828436039388
65,0.2575401922222227
66,0.36487306095659733
67,0.2558189833071083
68,0.6154556646943092
69,0.653533648699522
70,0.319946501404047
71,0.31932839564979076
72,0.3151706801727414
73,0.24784192733932287
74,0.24874958244618028
75,0.25527551071718335
76,0.3130456181243062
77,0.2690473706461489
78,0.262638361658901
79,0.26584640447981656
80,0.26489455020055175
81,0.5369377806782722
82,0.5594272799789906
83,0.30030601657927036
84,0.6932596303522587
85,0.2518806685693562
86,0.25338411144912243
87,0.6876922696828842
88,0.2869673175737262
89,0.2664810554124415
90,0.305978175252676
91,0.30454111471772194
92,0.5876439772546291
93,0.2561827446334064
94,0.47854628413915634
95,0.46041295677423477
96,0.2776664951816201
97,0.24773971177637577
98,0.24847712949849665
99,0.24900072265882045
100,0.47998834773898125
101,0.26168883917853236
102,0.323274246416986
103,0.25661726761609316
104,0.2643995163962245
105,0.36106697656214237
106,0.5781698040664196
107,0.24775776895694435
108,0.7092383019626141
109,0.26667603105306625
110,0.28047173749655485
111,0.2510317824780941
112,0.24897771037649363
113,0.67813291400671
114,0.2700033849105239
115,0.2566452915780246
116,0.6178278215229511
117,0.24907599133439362
118,0.24903755902778357
119,0.2627455273177475
120,0.47683582082390785
121,0.27585266763344407
122,0.4058299921452999
123,0.28740295860916376
124,0.33760014176368713
125,0.24972182291094214
126,0.24754588142968714
127,0.24761216167826205
128,0.37213983945548534
129,0.2800266579724848
130,0.2586573662701994
131,0.48431483283638954
132,0.2734011975117028
133,0.2777927899733186
134,0.2565473453141749
135,0.2564774437341839
136,0.26898222463205457
137,0.2692715381272137
138,0.5919246450066566
139,0.5119331814348698
140,0.470654483884573
141,0.2617219693493098
142,0.24989457812625915
143,0.2901500118896365
144,0.3412303440272808
145,0.3142239395529032
146,0.24771109828725457
147,0.2650957149453461
148,0.2719509694725275
149,0.26664119120687246
150,0.3052489897236228
151,0.2605260191485286
152,0.4687151312828064
153,0.3259284533560276
154,0.24769080558326095
155,0.25414120010100305
156,0.2922745728865266
157,0.2684303601272404
158,0.2552164285443723
159,0.25765510206110775
160,0.37737214751541615
161,0.2586573662701994
162,0.24769080558326095
163,0.2571341700386256
164,0.43020785599946976
165,0.26385839842259884
166,0.27967458264902234
167,0.2665454582311213
168,0.29245804715901613
169,0.24777259456459433
170,0.2853938927873969
171,0.24769080558326095
172,0.29878388065844774
173,0.275460721924901
174,0.2963403156027198
175,0.25400732667185366
176,0.2652580887079239
177,0.522015668451786
178,0.28305933764204383
179,0.25286484439857304
180,0.4708026610314846
181,0.25775652821175754
182,0.25338411144912243
183,0.3063241969794035
184,0.3261211961507797
185,0.5211923941969872
186,0.2760201613418758
187,0.26669001928530633
188,0.27184839360415936
189,0.2595667499117553
190,0.24934545054566115
191,0.2485015382990241
192,0.24785356654319912
193,0.5017360784113407
194,0.25023365882225335
195,0.31426771357655525
196,0.2477926166029647
197,0.26336477138102055
198,0.2910255314782262
199,0.24769080558326095
200,0.24981371231842786
201,0.24869488971307874
202,0.2559154652990401
203,0.25005481601692736
204,0.41566295735538006
205,0.2641265345737338
206,0.26820940407924354
207,0.2665122705511749
208,0.6501620523631573
209,0.2716416954062879
210,0.2526267854264006
211,0.2478344680275768
212,0.2514267921214923
