ID,HasRevenue
0,0.31517803808674216
1,0.3153167946729809
2,0.30435227788984776
3,0.3473051665350795
4,0.3070679829688743
5,0.30333991337101907
6,0.30822352203540504
7,0.3112082027364522
8,0.3143389583565295
9,0.6214029267430305
10,0.30422774516046047
11,0.3227075641043484
12,0.3059531666804105
13,0.3160713710822165
14,0.30853321589529514
15,0.30355839896947145
16,0.3296345379203558
17,0.3155600889585912
18,0.3231328628025949
19,0.30470448394771665
20,0.5981984287500381
21,0.3185627772472799
22,0.32431013230234385
23,0.5395622588694096
24,0.3039256266783923
25,0.30489603022579104
26,0.3048507191706449
27,0.3131636385805905
28,0.3109362630639225
29,0.33856928255409
30,0.32176340091973543
31,0.32084424095228314
32,0.42215588688850403
33,0.30319513694848865
34,0.3078333642333746
35,0.321208112873137
36,0.30313877132721245
37,0.30458288989029825
38,0.31831841357052326
39,0.3078333642333746
40,0.31084476062096655
41,0.3472749684005976
42,0.32125207502394915
43,0.6292038299143314
44,0.3037440966581926
45,0.3196431193500757
46,0.32492409041151404
47,0.3079995251027867
48,0.30410493281669915
49,0.33852848783135414
50,0.3093196633271873
51,0.3094245931133628
52,0.3108293826226145
53,0.3105842082295567
54,0.3181398003362119
55,0.323215966578573
56,0.30314924381673336
57,0.30510598607361317
58,0.30409779655747116
59,0.3032965564634651
60,0.3036759167443961
61,0.3285412830300629
62,0.37379117868840694
63,0.30459525086916983
64,0.3207888174802065
65,0.3112180442549288
66,0.4054110962897539
67,0.30822045798413455
68,0.5874772779643536
69,0.6200597286224365
70,0.3561320398002863
71,0.3785171341150999
72,0.3583016823977232
73,0.30340546858496964
74,0.3042102270992473
75,0.30764150945469737
76,0.3585797883570194
77,0.3160085428971797
78,0.310344816185534
79,0.31962718022987247
80,0.316108449595049
81,0.5415642149746418
82,0.5326835811138153
83,0.3376523656770587
84,0.6456461027264595
85,0.30531273514498025
86,0.30596190178766847
87,0.6433268338441849
88,0.333262397442013
89,0.31623429525643587
90,0.34163077687844634
91,0.3461089488118887
92,0.5654191300272942
93,0.30922304675914347
94,0.48949190601706505
95,0.43949108198285103
96,0.32402415573596954
97,0.30317950260359794
98,0.30363557569216937
99,0.30305347742978483
100,0.4792729578912258
101,0.31396037456579506
102,0.3760237693786621
103,0.31100398930720985
104,0.316730834543705
105,0.39898634515702724
106,0.5349130891263485
107,0.30319377733394504
108,0.663153663277626
109,0.31855442468076944
110,0.3254187125712633
111,0.3053426656406373
112,0.3037440966581926
113,0.6302078478038311
114,0.31912963232025504
115,0.3100433344952762
116,0.5751767568290234
117,0.30375272687524557
118,0.3038071095943451
119,0.3142779287882149
120,0.48816174641251564
121,0.31800408801063895
122,0.4415033720433712
123,0.33255244325846434
124,0.3956235256046057
125,0.30535461788531393
126,0.30282106436789036
127,0.3029137703124434
128,0.4362577609717846
129,0.33052773820236325
130,0.31174109946005046
131,0.4950232468545437
132,0.31501652323640883
133,0.3251627911813557
134,0.3134428239427507
135,0.3101003994233906
136,0.3197694784030318
137,0.320994664914906
138,0.5482351407408714
139,0.5017909519374371
140,0.4866741709411144
141,0.3129789042286575
142,0.3055049282265827
143,0.3337864950299263
144,0.3811718765646219
145,0.34606992453336716
146,0.30314230534713715
147,0.3142296066507697
148,0.3206893028691411
149,0.3156313074287027
150,0.34774204064160585
151,0.31506725936196744
152,0.45690324902534485
153,0.38028962165117264
154,0.3030307518783957
155,0.3093349535483867
156,0.3355898065492511
157,0.31793337734416127
158,0.30483393371105194
159,0.3102605720050633
160,0.4008334260433912
161,0.31174109946005046
162,0.3030307518783957
163,0.30923334043473005
164,0.4267979171127081
165,0.3159458404406905
166,0.3342900536954403
167,0.31858367123641074
168,0.3415679931640625
169,0.30326040112413466
170,0.336283671669662
171,0.3030307518783957
172,0.3456143168732524
173,0.3199807908385992
174,0.3396731214597821
175,0.3084954936057329
176,0.3192523652687669
177,0.5221192575991154
178,0.33318907022476196
179,0.30675901588983834
180,0.48221053555607796
181,0.31131168198771775
182,0.30592695460654795
183,0.34567942563444376
184,0.36645239032804966
185,0.506871584802866
